time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class
6345,-0.00021,-0.00022,-0.00037,-0.00032,-0.00022,-0.00044,-0.00015,-0.00024,0
6346,-0.00025,4E-05,7E-05,-4E-05,-3E-05,-0.00033,-0.0003,0.00011,0
6347,-0.00025,4E-05,7E-05,-4E-05,-3E-05,-0.00033,-0.0003,0.00011,0
6348,-0.00025,4E-05,7E-05,-4E-05,-3E-05,-0.00033,-0.0003,0.00011,0
6349,-0.00025,4E-05,7E-05,-4E-05,-3E-05,-0.00033,-0.0003,0.00011,0
6350,-0.00025,4E-05,7E-05,-4E-05,-3E-05,-0.00033,-0.0003,0.00011,0
6351,-0.00025,4E-05,7E-05,-4E-05,-3E-05,-0.00033,-0.0003,0.00011,0
6352,-0.00025,4E-05,7E-05,-4E-05,-3E-05,-0.00033,-0.0003,0.00011,0
6353,-0.00025,4E-05,7E-05,-4E-05,-3E-05,-0.00033,-0.0003,0.00011,0
6354,-0.00025,4E-05,7E-05,-4E-05,-3E-05,-0.00033,-0.0003,0.00011,0
6355,-0.00025,4E-05,7E-05,-4E-05,-3E-05,-0.00033,-0.0003,0.00011,0
6356,-0.00025,4E-05,7E-05,-4E-05,-3E-05,-0.00033,-0.0003,0.00011,0
6357,-0.00025,4E-05,7E-05,-4E-05,-3E-05,-0.00033,-0.0003,0.00011,0
6358,-0.00025,4E-05,7E-05,-4E-05,-3E-05,-0.00033,-0.0003,0.00011,0
6359,-0.00025,4E-05,7E-05,-4E-05,-3E-05,-0.00033,-0.0003,0.00011,0
6360,-0.00015,-0.00013,0.00015,-0.00016,-0.00025,-0.0001,-0.00021,-0.00015,0
6361,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6362,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6363,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6364,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6365,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6366,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6367,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6368,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6369,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6370,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6371,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6372,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6373,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6374,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6375,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6376,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6377,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6378,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6379,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6380,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6381,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6382,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6383,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6384,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6385,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6386,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6388,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6389,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6390,0.00021,0.00016,0.00048,0.00028,0.00012,5E-05,0.00013,0.00015,0
6391,4E-05,5E-05,-0.00011,-3E-05,-2E-05,-0.00031,0,0.0001,0
6392,5E-05,0.0001,0.00018,0.0002,0.00013,0.00018,0.00013,0.00012,0
6393,5E-05,0.0001,0.00018,0.0002,0.00013,0.00018,0.00013,0.00012,0
6394,5E-05,0.0001,0.00018,0.0002,0.00013,0.00018,0.00013,0.00012,0
6395,5E-05,0.0001,0.00018,0.0002,0.00013,0.00018,0.00013,0.00012,0
6396,5E-05,0.0001,0.00018,0.0002,0.00013,0.00018,0.00013,0.00012,0
6397,-0.00031,-0.00016,-0.0003,-0.00011,4E-05,-0.00017,-0.00061,-0.00033,0
6398,-0.00031,-0.00016,-0.0003,-0.00011,4E-05,-0.00017,-0.00061,-0.00033,0
6399,-0.00031,-0.00016,-0.0003,-0.00011,4E-05,-0.00017,-0.00061,-0.00033,0
6400,-0.00031,-0.00016,-0.0003,-0.00011,4E-05,-0.00017,-0.00061,-0.00033,0
6401,-0.00031,-0.00016,-0.0003,-0.00011,4E-05,-0.00017,-0.00061,-0.00033,0
6402,-0.00031,-0.00016,-0.0003,-0.00011,4E-05,-0.00017,-0.00061,-0.00033,0
6403,-0.00031,-0.00016,-0.0003,-0.00011,4E-05,-0.00017,-0.00061,-0.00033,0
6404,-0.00031,-0.00016,-0.0003,-0.00011,4E-05,-0.00017,-0.00061,-0.00033,0
6405,-0.00031,-0.00016,-0.0003,-0.00011,4E-05,-0.00017,-0.00061,-0.00033,0
6406,-0.00031,-0.00016,-0.0003,-0.00011,4E-05,-0.00017,-0.00061,-0.00033,0
6407,-0.00031,-0.00016,-0.0003,-0.00011,4E-05,-0.00017,-0.00061,-0.00033,0
6408,-0.00031,-0.00016,-0.0003,-0.00011,4E-05,-0.00017,-0.00061,-0.00033,0
6409,-0.00031,-0.00016,-0.0003,-0.00011,4E-05,-0.00017,-0.00061,-0.00033,0
6410,-0.00031,-0.00016,-0.0003,-0.00011,4E-05,-0.00017,-0.00061,-0.00033,0
6411,-0.00031,-0.00016,-0.0003,-0.00011,4E-05,-0.00017,-0.00061,-0.00033,0
6412,-0.00031,-0.00016,-0.0003,-0.00011,4E-05,-0.00017,-0.00061,-0.00033,0
6413,-4E-05,0.00013,0.00018,9E-05,5E-05,0.00023,2E-05,0.00019,0
6414,-4E-05,0.00013,0.00018,9E-05,5E-05,0.00023,2E-05,0.00019,0
6415,-4E-05,0.00013,0.00018,9E-05,5E-05,0.00023,2E-05,0.00019,0
6416,-4E-05,0.00013,0.00018,9E-05,5E-05,0.00023,2E-05,0.00019,0
6417,-4E-05,0.00013,0.00018,9E-05,5E-05,0.00023,2E-05,0.00019,0
6418,-4E-05,0.00013,0.00018,9E-05,5E-05,0.00023,2E-05,0.00019,0
6419,-4E-05,0.00013,0.00018,9E-05,5E-05,0.00023,2E-05,0.00019,0
6420,-4E-05,0.00013,0.00018,9E-05,5E-05,0.00023,2E-05,0.00019,0
6421,-4E-05,0.00013,0.00018,9E-05,5E-05,0.00023,2E-05,0.00019,0
6422,0.0001,0.00017,0.00041,0.00023,0.00018,0.00027,0.00034,0.00019,0
6423,0.00015,-0.00013,-0.00048,-0.00015,0.00025,1E-05,0.0003,0.0001,0
6424,0.00015,-0.00013,-0.00048,-0.00015,0.00025,1E-05,0.0003,0.0001,0
6425,0.00015,-0.00013,-0.00048,-0.00015,0.00025,1E-05,0.0003,0.0001,0
6426,0.00015,-0.00013,-0.00048,-0.00015,0.00025,1E-05,0.0003,0.0001,0
6427,0.00015,-0.00013,-0.00048,-0.00015,0.00025,1E-05,0.0003,0.0001,0
6428,0.00015,-0.00013,-0.00048,-0.00015,0.00025,1E-05,0.0003,0.0001,0
6429,0.00015,-0.00013,-0.00048,-0.00015,0.00025,1E-05,0.0003,0.0001,0
6430,0.00015,-0.00013,-0.00048,-0.00015,0.00025,1E-05,0.0003,0.0001,0
6431,0.00015,-0.00013,-0.00048,-0.00015,0.00025,1E-05,0.0003,0.0001,0
6432,0.00015,-0.00013,-0.00048,-0.00015,0.00025,1E-05,0.0003,0.0001,0
6433,0.00015,-0.00013,-0.00048,-0.00015,0.00025,1E-05,0.0003,0.0001,0
6434,0.00015,-0.00013,-0.00048,-0.00015,0.00025,1E-05,0.0003,0.0001,0
6435,0.00015,-0.00013,-0.00048,-0.00015,0.00025,1E-05,0.0003,0.0001,0
6436,0.00015,-0.00013,-0.00048,-0.00015,0.00025,1E-05,0.0003,0.0001,0
6438,0.00015,-0.00013,-0.00048,-0.00015,0.00025,1E-05,0.0003,0.0001,0
6439,0.00015,-0.00013,-0.00048,-0.00015,0.00025,1E-05,0.0003,0.0001,0
6440,0.00015,-0.00013,-0.00048,-0.00015,0.00025,1E-05,0.0003,0.0001,0
6441,0.00015,-0.00013,-0.00048,-0.00015,0.00025,1E-05,0.0003,0.0001,0
6442,0.00015,-0.00013,-0.00048,-0.00015,0.00025,1E-05,0.0003,0.0001,0
6443,2E-05,0.0002,0.00011,-5E-05,-3E-05,-2E-05,-0.00022,-4E-05,0
6444,-5E-05,-7E-05,-0.0002,-6E-05,-8E-05,-0.00028,-9E-05,-0.00033,0
6445,-5E-05,-7E-05,-0.0002,-6E-05,-8E-05,-0.00028,-9E-05,-0.00033,0
6446,-5E-05,-7E-05,-0.0002,-6E-05,-8E-05,-0.00028,-9E-05,-0.00033,0
6447,-5E-05,-7E-05,-0.0002,-6E-05,-8E-05,-0.00028,-9E-05,-0.00033,0
6448,-5E-05,-7E-05,-0.0002,-6E-05,-8E-05,-0.00028,-9E-05,-0.00033,0
6449,-5E-05,-7E-05,-0.0002,-6E-05,-8E-05,-0.00028,-9E-05,-0.00033,0
6450,-5E-05,-7E-05,-0.0002,-6E-05,-8E-05,-0.00028,-9E-05,-0.00033,0
6451,-5E-05,-7E-05,-0.0002,-6E-05,-8E-05,-0.00028,-9E-05,-0.00033,0
6452,-5E-05,-7E-05,-0.0002,-6E-05,-8E-05,-0.00028,-9E-05,-0.00033,0
6453,-5E-05,-7E-05,-0.0002,-6E-05,-8E-05,-0.00028,-9E-05,-0.00033,0
6454,-5E-05,-7E-05,-0.0002,-6E-05,-8E-05,-0.00028,-9E-05,-0.00033,0
6455,-5E-05,-7E-05,-0.0002,-6E-05,-8E-05,-0.00028,-9E-05,-0.00033,0
6456,-5E-05,-7E-05,-0.0002,-6E-05,-8E-05,-0.00028,-9E-05,-0.00033,0
6457,-5E-05,-7E-05,-0.0002,-6E-05,-8E-05,-0.00028,-9E-05,-0.00033,0
6458,-5E-05,-7E-05,-0.0002,-6E-05,-8E-05,-0.00028,-9E-05,-0.00033,0
6459,-5E-05,-7E-05,-0.0002,-6E-05,-8E-05,-0.00028,-9E-05,-0.00033,0
6460,-5E-05,-7E-05,-0.0002,-6E-05,-8E-05,-0.00028,-9E-05,-0.00033,0
6461,-5E-05,-7E-05,-0.0002,-6E-05,-8E-05,-0.00028,-9E-05,-0.00033,0
6462,-5E-05,-7E-05,-0.0002,-6E-05,-8E-05,-0.00028,-9E-05,-0.00033,0
6463,-5E-05,-7E-05,-0.0002,-6E-05,-8E-05,-0.00028,-9E-05,-0.00033,0
6464,-5E-05,-7E-05,-0.0002,-6E-05,-8E-05,-0.00028,-9E-05,-0.00033,0
6465,-5E-05,-7E-05,-0.0002,-6E-05,-8E-05,-0.00028,-9E-05,-0.00033,0
6466,-0.00029,-0.0002,-0.0005,-0.00018,-8E-05,-0.0001,-0.00017,-0.00011,0
6467,-0.00029,-0.0002,-0.0005,-0.00018,-8E-05,-0.0001,-0.00017,-0.00011,0
6468,-0.00029,-0.0002,-0.0005,-0.00018,-8E-05,-0.0001,-0.00017,-0.00011,0
6469,-0.00029,-0.0002,-0.0005,-0.00018,-8E-05,-0.0001,-0.00017,-0.00011,0
6470,-0.00029,-0.0002,-0.0005,-0.00018,-8E-05,-0.0001,-0.00017,-0.00011,0
6471,-0.00029,-0.0002,-0.0005,-0.00018,-8E-05,-0.0001,-0.00017,-0.00011,0
6472,-0.00029,-0.0002,-0.0005,-0.00018,-8E-05,-0.0001,-0.00017,-0.00011,0
6473,-0.00029,-0.0002,-0.0005,-0.00018,-8E-05,-0.0001,-0.00017,-0.00011,0
6474,-0.00029,-0.0002,-0.0005,-0.00018,-8E-05,-0.0001,-0.00017,-0.00011,0
6475,-0.00029,-0.0002,-0.0005,-0.00018,-8E-05,-0.0001,-0.00017,-0.00011,0
6476,-0.00029,-0.0002,-0.0005,-0.00018,-8E-05,-0.0001,-0.00017,-0.00011,0
6477,-0.00029,-0.0002,-0.0005,-0.00018,-8E-05,-0.0001,-0.00017,-0.00011,0
6478,-0.00029,-0.0002,-0.0005,-0.00018,-8E-05,-0.0001,-0.00017,-0.00011,0
6479,-0.00029,-0.0002,-0.0005,-0.00018,-8E-05,-0.0001,-0.00017,-0.00011,0
6480,-0.00029,-0.0002,-0.0005,-0.00018,-8E-05,-0.0001,-0.00017,-0.00011,0
6481,-0.00029,-0.0002,-0.0005,-0.00018,-8E-05,-0.0001,-0.00017,-0.00011,0
6482,-0.00029,-0.0002,-0.0005,-0.00018,-8E-05,-0.0001,-0.00017,-0.00011,0
6483,-0.00029,-0.0002,-0.0005,-0.00018,-8E-05,-0.0001,-0.00017,-0.00011,0
6484,-0.00029,-0.0002,-0.0005,-0.00018,-8E-05,-0.0001,-0.00017,-0.00011,0
6485,-0.00029,-0.0002,-0.0005,-0.00018,-8E-05,-0.0001,-0.00017,-0.00011,0
6486,-0.00029,-0.0002,-0.0005,-0.00018,-8E-05,-0.0001,-0.00017,-0.00011,0
6489,0.00024,0.00014,0.00023,1E-05,-7E-05,-0.00042,-4E-05,-0.0001,0
6490,-0.00047,-0.00016,0.00017,-2E-05,-0.0001,0.00037,3E-05,0.00012,0
6491,-0.00047,-0.00016,0.00017,-2E-05,-0.0001,0.00037,3E-05,0.00012,0
6492,-0.00047,-0.00016,0.00017,-2E-05,-0.0001,0.00037,3E-05,0.00012,0
6493,-0.00047,-0.00016,0.00017,-2E-05,-0.0001,0.00037,3E-05,0.00012,0
6494,-0.00047,-0.00016,0.00017,-2E-05,-0.0001,0.00037,3E-05,0.00012,0
6495,-0.00047,-0.00016,0.00017,-2E-05,-0.0001,0.00037,3E-05,0.00012,0
6496,-0.00047,-0.00016,0.00017,-2E-05,-0.0001,0.00037,3E-05,0.00012,0
6497,-0.00047,-0.00016,0.00017,-2E-05,-0.0001,0.00037,3E-05,0.00012,0
6498,-0.00047,-0.00016,0.00017,-2E-05,-0.0001,0.00037,3E-05,0.00012,0
6499,-0.00047,-0.00016,0.00017,-2E-05,-0.0001,0.00037,3E-05,0.00012,0
6500,-0.00047,-0.00016,0.00017,-2E-05,-0.0001,0.00037,3E-05,0.00012,0
6501,-0.00047,-0.00016,0.00017,-2E-05,-0.0001,0.00037,3E-05,0.00012,0
6502,-0.00047,-0.00016,0.00017,-2E-05,-0.0001,0.00037,3E-05,0.00012,0
6503,0.00041,8E-05,-8E-05,-7E-05,-5E-05,-8E-05,-6E-05,0,0
6504,0.00025,6E-05,0.00032,0.00024,0.00012,0.00056,0.0004,-0.00018,0
6505,0.00025,6E-05,0.00032,0.00024,0.00012,0.00056,0.0004,-0.00018,0
6506,0.00025,6E-05,0.00032,0.00024,0.00012,0.00056,0.0004,-0.00018,0
6507,0.00025,6E-05,0.00032,0.00024,0.00012,0.00056,0.0004,-0.00018,0
6508,0.00025,6E-05,0.00032,0.00024,0.00012,0.00056,0.0004,-0.00018,0
6509,0.00025,6E-05,0.00032,0.00024,0.00012,0.00056,0.0004,-0.00018,0
6510,0.00025,6E-05,0.00032,0.00024,0.00012,0.00056,0.0004,-0.00018,0
6511,0.00025,6E-05,0.00032,0.00024,0.00012,0.00056,0.0004,-0.00018,0
6512,0.00025,6E-05,0.00032,0.00024,0.00012,0.00056,0.0004,-0.00018,0
6513,0.00025,6E-05,0.00032,0.00024,0.00012,0.00056,0.0004,-0.00018,0
6514,0.00025,6E-05,0.00032,0.00024,0.00012,0.00056,0.0004,-0.00018,0
6515,0.00025,6E-05,0.00032,0.00024,0.00012,0.00056,0.0004,-0.00018,0
6516,0.00025,6E-05,0.00032,0.00024,0.00012,0.00056,0.0004,-0.00018,0
6517,0.00025,6E-05,0.00032,0.00024,0.00012,0.00056,0.0004,-0.00018,0
6518,0.00025,6E-05,0.00032,0.00024,0.00012,0.00056,0.0004,-0.00018,0
6519,0.00025,6E-05,0.00032,0.00024,0.00012,0.00056,0.0004,-0.00018,0
6520,0.00025,6E-05,0.00032,0.00024,0.00012,0.00056,0.0004,-0.00018,0
6521,0.00025,6E-05,0.00032,0.00024,0.00012,0.00056,0.0004,-0.00018,0
6522,0.00025,6E-05,0.00032,0.00024,0.00012,0.00056,0.0004,-0.00018,0
6523,0.00025,6E-05,0.00032,0.00024,0.00012,0.00056,0.0004,-0.00018,0
6524,0.00025,6E-05,0.00032,0.00024,0.00012,0.00056,0.0004,-0.00018,0
6525,0.00025,6E-05,0.00032,0.00024,0.00012,0.00056,0.0004,-0.00018,0
6526,-3E-05,0.00027,0.00036,-4E-05,-0.00047,-0.00075,-0.00017,-0.00023,0
6527,-3E-05,0.00027,0.00036,-4E-05,-0.00047,-0.00075,-0.00017,-0.00023,0
6528,-3E-05,0.00027,0.00036,-4E-05,-0.00047,-0.00075,-0.00017,-0.00023,0
6529,-3E-05,0.00027,0.00036,-4E-05,-0.00047,-0.00075,-0.00017,-0.00023,0
6530,-3E-05,0.00027,0.00036,-4E-05,-0.00047,-0.00075,-0.00017,-0.00023,0
6531,-3E-05,0.00027,0.00036,-4E-05,-0.00047,-0.00075,-0.00017,-0.00023,0
6532,-3E-05,0.00027,0.00036,-4E-05,-0.00047,-0.00075,-0.00017,-0.00023,0
6533,-3E-05,0.00027,0.00036,-4E-05,-0.00047,-0.00075,-0.00017,-0.00023,0
6534,-3E-05,0.00027,0.00036,-4E-05,-0.00047,-0.00075,-0.00017,-0.00023,0
6535,-3E-05,0.00027,0.00036,-4E-05,-0.00047,-0.00075,-0.00017,-0.00023,0
6536,-3E-05,0.00027,0.00036,-4E-05,-0.00047,-0.00075,-0.00017,-0.00023,0
6538,-3E-05,0.00027,0.00036,-4E-05,-0.00047,-0.00075,-0.00017,-0.00023,0
6539,-3E-05,0.00027,0.00036,-4E-05,-0.00047,-0.00075,-0.00017,-0.00023,0
6540,-3E-05,0.00027,0.00036,-4E-05,-0.00047,-0.00075,-0.00017,-0.00023,0
6541,-0.00015,-0.00018,-0.00051,-0.00026,-0.0001,-4E-05,-7E-05,-0.00012,0
6542,-0.00032,-0.00018,-0.00018,-8E-05,-0.00017,-0.00014,0.00019,0.00013,0
6543,-0.00032,-0.00018,-0.00018,-8E-05,-0.00017,-0.00014,0.00019,0.00013,0
6544,-0.00032,-0.00018,-0.00018,-8E-05,-0.00017,-0.00014,0.00019,0.00013,0
6545,-0.00032,-0.00018,-0.00018,-8E-05,-0.00017,-0.00014,0.00019,0.00013,0
6546,-0.00032,-0.00018,-0.00018,-8E-05,-0.00017,-0.00014,0.00019,0.00013,0
6547,-0.00032,-0.00018,-0.00018,-8E-05,-0.00017,-0.00014,0.00019,0.00013,0
6548,-0.00032,-0.00018,-0.00018,-8E-05,-0.00017,-0.00014,0.00019,0.00013,0
6549,-0.00032,-0.00018,-0.00018,-8E-05,-0.00017,-0.00014,0.00019,0.00013,0
6550,-0.00032,-0.00018,-0.00018,-8E-05,-0.00017,-0.00014,0.00019,0.00013,0
6551,-0.00032,-0.00018,-0.00018,-8E-05,-0.00017,-0.00014,0.00019,0.00013,0
6552,-0.00032,-0.00018,-0.00018,-8E-05,-0.00017,-0.00014,0.00019,0.00013,0
6553,-0.00032,-0.00018,-0.00018,-8E-05,-0.00017,-0.00014,0.00019,0.00013,0
6554,-0.00032,-0.00018,-0.00018,-8E-05,-0.00017,-0.00014,0.00019,0.00013,0
6555,-0.00032,-0.00018,-0.00018,-8E-05,-0.00017,-0.00014,0.00019,0.00013,0
6556,-0.00032,-0.00018,-0.00018,-8E-05,-0.00017,-0.00014,0.00019,0.00013,0
6557,-0.00032,-0.00018,-0.00018,-8E-05,-0.00017,-0.00014,0.00019,0.00013,0
6558,-0.00032,-0.00018,-0.00018,-8E-05,-0.00017,-0.00014,0.00019,0.00013,0
6559,-0.00032,-0.00018,-0.00018,-8E-05,-0.00017,-0.00014,0.00019,0.00013,0
6560,-0.00032,-0.00018,-0.00018,-8E-05,-0.00017,-0.00014,0.00019,0.00013,0
6561,-0.00032,-0.00018,-0.00018,-8E-05,-0.00017,-0.00014,0.00019,0.00013,0
6562,-0.00032,-0.00018,-0.00018,-8E-05,-0.00017,-0.00014,0.00019,0.00013,0
6563,0.00026,-5E-05,-0.00025,-0.0001,-5E-05,-0.00023,-0.00032,-0.00022,0
6564,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6565,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6566,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6567,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6568,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6569,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6570,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6571,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6572,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6573,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6574,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6575,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6576,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6577,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6578,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6579,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6580,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6581,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6582,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6583,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6584,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6585,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6586,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6588,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6589,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6590,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6591,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6592,0.00018,-8E-05,-0.00032,-0.00029,-2E-05,0,-0.00026,0.0002,0
6593,0,-0.00013,0.00025,0.00013,0.00039,0.00057,0.00049,0.00015,0
6594,0.00027,0.00014,0.0001,0.00012,0.0002,0.00017,-0.00023,-8E-05,0
6595,0.00027,0.00014,0.0001,0.00012,0.0002,0.00017,-0.00023,-8E-05,0
6596,0.00027,0.00014,0.0001,0.00012,0.0002,0.00017,-0.00023,-8E-05,0
6597,0.00027,0.00014,0.0001,0.00012,0.0002,0.00017,-0.00023,-8E-05,0
6598,0.00027,0.00014,0.0001,0.00012,0.0002,0.00017,-0.00023,-8E-05,0
6599,0.00027,0.00014,0.0001,0.00012,0.0002,0.00017,-0.00023,-8E-05,0
6600,0.00027,0.00014,0.0001,0.00012,0.0002,0.00017,-0.00023,-8E-05,0
6601,-0.00037,-0.00018,-3E-05,2E-05,-4E-05,5E-05,-1E-05,-0.0001,0
6602,0.00026,0,-2E-05,-4E-05,0.00012,0,0.00014,0.00034,0
6603,0.00026,0,-2E-05,-4E-05,0.00012,0,0.00014,0.00034,0
6604,0.00026,0,-2E-05,-4E-05,0.00012,0,0.00014,0.00034,0
6605,0.00026,0,-2E-05,-4E-05,0.00012,0,0.00014,0.00034,0
6606,0.00026,0,-2E-05,-4E-05,0.00012,0,0.00014,0.00034,0
6607,0.00026,0,-2E-05,-4E-05,0.00012,0,0.00014,0.00034,0
6608,0.00026,0,-2E-05,-4E-05,0.00012,0,0.00014,0.00034,0
6609,0.00026,0,-2E-05,-4E-05,0.00012,0,0.00014,0.00034,0
6610,0.00026,0,-2E-05,-4E-05,0.00012,0,0.00014,0.00034,0
6611,0.00026,0,-2E-05,-4E-05,0.00012,0,0.00014,0.00034,0
6612,0.00026,0,-2E-05,-4E-05,0.00012,0,0.00014,0.00034,0
6613,0.00026,0,-2E-05,-4E-05,0.00012,0,0.00014,0.00034,0
6614,0.00026,0,-2E-05,-4E-05,0.00012,0,0.00014,0.00034,0
6615,0.00026,0,-2E-05,-4E-05,0.00012,0,0.00014,0.00034,0
6616,0.00026,0,-2E-05,-4E-05,0.00012,0,0.00014,0.00034,0
6617,0.00026,0,-2E-05,-4E-05,0.00012,0,0.00014,0.00034,0
6618,0.00026,0,-2E-05,-4E-05,0.00012,0,0.00014,0.00034,0
6619,0.00026,0,-2E-05,-4E-05,0.00012,0,0.00014,0.00034,0
6620,0.00026,0,-2E-05,-4E-05,0.00012,0,0.00014,0.00034,0
6621,0.00026,0,-2E-05,-4E-05,0.00012,0,0.00014,0.00034,0
6622,0.00026,0,-2E-05,-4E-05,0.00012,0,0.00014,0.00034,0
6623,9E-05,-3E-05,-1E-05,-9E-05,-7E-05,-0.00012,-0.00016,2E-05,0
6624,9E-05,-3E-05,-1E-05,-9E-05,-7E-05,-0.00012,-0.00016,2E-05,0
6625,-0.00032,-0.0003,-0.00066,-0.00011,2E-05,-0.00031,-0.00025,-0.00028,0
6626,-0.00032,-0.0003,-0.00066,-0.00011,2E-05,-0.00031,-0.00025,-0.00028,0
6627,-0.00032,-0.0003,-0.00066,-0.00011,2E-05,-0.00031,-0.00025,-0.00028,0
6628,-0.00032,-0.0003,-0.00066,-0.00011,2E-05,-0.00031,-0.00025,-0.00028,0
6629,-0.00032,-0.0003,-0.00066,-0.00011,2E-05,-0.00031,-0.00025,-0.00028,0
6630,-0.00032,-0.0003,-0.00066,-0.00011,2E-05,-0.00031,-0.00025,-0.00028,0
6631,-0.00032,-0.0003,-0.00066,-0.00011,2E-05,-0.00031,-0.00025,-0.00028,0
6632,-0.00032,-0.0003,-0.00066,-0.00011,2E-05,-0.00031,-0.00025,-0.00028,0
6633,-0.00032,-0.0003,-0.00066,-0.00011,2E-05,-0.00031,-0.00025,-0.00028,0
6634,-0.00032,-0.0003,-0.00066,-0.00011,2E-05,-0.00031,-0.00025,-0.00028,0
6635,-0.00032,-0.0003,-0.00066,-0.00011,2E-05,-0.00031,-0.00025,-0.00028,0
6636,-0.00032,-0.0003,-0.00066,-0.00011,2E-05,-0.00031,-0.00025,-0.00028,0
6638,-0.00032,-0.0003,-0.00066,-0.00011,2E-05,-0.00031,-0.00025,-0.00028,0
